x	y	w	h	class	class_name	time
53	428	136	377	4	ladder	45639
96	883	81	99	0	buba	45639
1546	34	143	44	0	buba	45639
301	921	94	78	0	buba	45783
319	782	163	144	3	chest	45783
21	893	77	96	0	buba	45783
53	428	136	377	4	ladder	45783
96	883	81	99	0	buba	45783
1546	34	143	44	0	buba	45783
301	921	94	78	0	buba	45900
319	782	163	144	3	chest	45900
21	893	77	96	0	buba	45900
53	428	136	377	4	ladder	45900
96	883	81	99	0	buba	45900
1546	34	143	44	0	buba	45900
301	921	94	78	0	buba	46023
319	782	163	144	3	chest	46023
21	893	77	96	0	buba	46023
53	428	136	377	4	ladder	46023
96	883	81	99	0	buba	46023
1546	34	143	44	0	buba	46023
301	921	94	78	0	buba	46147
319	782	163	144	3	chest	46147
21	893	77	96	0	buba	46147
53	428	136	377	4	ladder	46147
96	883	81	99	0	buba	46147
1546	34	143	44	0	buba	46147
301	921	94	78	0	buba	46274
319	782	163	144	3	chest	46274
21	893	77	96	0	buba	46274
53	428	136	377	4	ladder	46274
96	883	81	99	0	buba	46274
1546	34	143	44	0	buba	46274
306	924	93	73	0	buba	46404
316	780	168	145	3	chest	46404
1112	121	93	83	0	buba	46404
53	426	129	404	4	ladder	46404
19	892	95	89	0	buba	46404
60	434	131	395	4	ladder	46521
320	781	169	144	3	chest	46521
312	925	95	76	0	buba	46521
1118	109	109	92	0	buba	46521
71	434	126	398	4	ladder	46632
330	788	171	135	3	chest	46632
1162	119	102	82	0	buba	46632
321	922	101	81	0	buba	46632
1178	139	93	83	0	buba	46752
78	434	126	398	4	ladder	46752
336	782	170	142	3	chest	46752
325	927	104	75	0	buba	46752
348	784	165	139	3	chest	46882
333	924	104	78	0	buba	46882
90	434	124	394	4	ladder	46882
1188	121	103	100	0	buba	46882
94	435	122	394	4	ladder	47002
340	926	105	78	0	buba	47002
352	785	168	138	3	chest	47002
1207	92	114	106	0	buba	47002
98	451	123	384	4	ladder	47125
1250	103	103	88	0	buba	47125
343	938	103	79	0	buba	47125
350	795	173	145	3	chest	47125
1258	142	96	90	0	buba	47248
360	812	176	146	3	chest	47248
99	468	127	384	4	ladder	47248
342	955	110	79	0	buba	47248
101	490	127	389	4	ladder	47373
1265	152	105	98	0	buba	47373
900	37	97	73	0	buba	47373
355	979	94	74	0	buba	47373
364	831	169	154	3	chest	47373
1367	33	146	83	0	buba	47373
359	860	179	140	3	chest	47517
97	523	128	407	4	ladder	47517
336	991	107	81	0	buba	47517
1280	145	114	104	0	buba	47517
877	54	103	79	0	buba	47517
941	28	102	58	0	buba	47517
1360	43	141	101	0	buba	47517
1304	153	108	96	0	buba	47635
97	536	127	404	4	ladder	47635
864	65	98	88	0	buba	47635
941	33	98	69	0	buba	47635
363	878	170	161	3	chest	47635
315	994	91	82	0	buba	47635
1364	53	138	109	0	buba	47635
1317	202	103	85	0	buba	47763
355	891	185	153	3	chest	47763
928	36	105	84	0	buba	47763
850	105	99	79	0	buba	47763
103	554	114	399	4	ladder	47763
1493	50	111	93	0	buba	47763
1375	77	124	104	0	buba	47763
343	900	211	157	3	chest	47883
1330	197	101	92	0	buba	47883
926	54	82	82	0	buba	47883
107	551	123	409	4	ladder	47883
837	172	96	74	0	buba	47883
1390	87	110	100	0	buba	47883
931	25	107	66	0	buba	47883
378	901	191	153	3	chest	48013
961	30	97	69	0	buba	48013
932	107	96	64	0	buba	48013
869	174	86	72	0	buba	48013
1525	60	108	92	0	buba	48013
132	558	116	388	4	ladder	48013
1364	165	115	108	0	buba	48013
1333	50	111	82	0	buba	48013
966	108	87	74	0	buba	48134
412	902	179	140	3	chest	48134
892	176	83	83	0	buba	48134
165	555	122	376	4	ladder	48134
1426	147	114	89	0	buba	48134
999	27	90	65	0	buba	48134
454	900	170	141	3	chest	48256
925	160	110	85	0	buba	48256
86	77	131	394	4	ladder	48256
205	571	116	359	4	ladder	48256
1480	204	98	71	0	buba	48256
1003	82	113	79	0	buba	48256
245	889	79	91	0	buba	48256
484	909	189	153	3	chest	48382
977	193	100	81	0	buba	48382
117	71	132	411	4	ladder	48382
242	551	118	415	4	ladder	48382
1522	187	106	88	0	buba	48382
1516	101	125	89	0	buba	48382
1108	26	101	68	0	buba	48382
277	569	123	395	4	ladder	48513
1022	199	95	85	0	buba	48513
520	920	196	146	3	chest	48513
158	83	135	404	4	ladder	48513
1158	33	91	77	0	buba	48513
1101	77	93	77	0	buba	48513
190	90	136	422	4	ladder	48630
314	577	120	409	4	ladder	48630
551	930	192	146	3	chest	48630
1203	38	83	71	0	buba	48630
1066	176	97	82	0	buba	48630
1147	114	85	64	0	buba	48630
1611	150	127	92	0	buba	48630
224	108	131	412	4	ladder	48754
340	594	124	404	4	ladder	48754
587	941	192	134	3	chest	48754
1688	224	96	66	0	buba	48754
1189	101	84	76	0	buba	48754
1221	27	105	77	0	buba	48754
1106	155	110	83	0	buba	48754
1621	145	113	87	0	buba	48754
373	620	120	387	4	ladder	48866
623	958	193	121	3	chest	48866
254	110	128	428	4	ladder	48866
1260	26	102	79	0	buba	48866
1161	175	98	75	0	buba	48866
1220	90	89	79	0	buba	48866
1727	223	83	82	0	buba	48866
419	972	88	71	0	buba	48866
395	633	122	415	4	ladder	48989
276	155	128	405	4	ladder	48989
1190	219	91	78	0	buba	48989
900	464	81	104	0	buba	48989
631	985	197	92	3	chest	48989
431	998	103	68	0	buba	48989
289	182	129	426	4	ladder	49114
409	678	120	397	4	ladder	49114
1262	187	80	72	0	buba	49114
1206	231	89	82	0	buba	49114
1319	120	84	79	0	buba	49114
700	1030	158	49	3	chest	49114
411	727	128	358	4	ladder	49239
296	234	133	428	4	ladder	49239
1276	227	80	76	0	buba	49239
1824	350	89	61	0	buba	49239
1207	260	92	89	0	buba	49239
1812	250	106	88	0	buba	49239
1320	137	92	81	0	buba	49239
405	778	131	302	4	ladder	49379
291	276	129	425	4	ladder	49379
1185	347	107	86	0	buba	49379
1821	365	95	87	0	buba	49379
1252	256	95	76	0	buba	49379
1301	180	101	83	0	buba	49379
398	805	122	277	4	ladder	49499
281	304	127	418	4	ladder	49499
1174	397	92	77	0	buba	49499
1262	271	105	87	0	buba	49499
1833	367	85	115	0	buba	49499
1601	307	103	84	0	buba	49499
262	339	133	417	4	ladder	49629
1203	362	80	74	0	buba	49629
1250	280	99	79	0	buba	49629
374	819	133	264	4	ladder	49629
1791	381	117	92	0	buba	49629
1125	420	108	84	0	buba	49629
235	373	130	391	4	ladder	49750
340	852	143	228	4	ladder	49750
1152	385	102	81	0	buba	49750
1753	465	96	72	0	buba	49750
1085	426	121	97	0	buba	49750
1210	298	99	85	0	buba	49750
1558	347	93	87	0	buba	49750
192	398	134	427	4	ladder	49875
1006	492	110	79	0	buba	49875
1710	482	96	91	0	buba	49875
1141	345	99	77	0	buba	49875
305	894	137	188	4	ladder	49875
1084	421	117	81	0	buba	49875
1819	429	102	90	0	buba	49875
1721	301	147	125	3	chest	49875
145	439	132	417	4	ladder	49998
960	560	94	79	0	buba	49998
1679	348	155	110	3	chest	49998
1068	445	100	74	0	buba	49998
1014	458	121	84	0	buba	49998
962	562	85	69	0	buba	50122
1027	478	95	79	0	buba	50122
95	497	132	453	4	ladder	50122
897	587	96	103	0	buba	50122
1557	548	120	95	0	buba	50122
1627	392	156	116	3	chest	50122
1718	512	122	117	0	buba	50122
1499	658	95	80	0	buba	50265
931	512	98	102	0	buba	50265
821	598	102	121	0	buba	50265
903	594	91	102	0	buba	50265
1046	377	69	67	0	buba	50265
1571	449	142	122	3	chest	50265
982	409	78	77	0	buba	50265
1674	580	111	101	0	buba	50265
885	533	89	88	0	buba	50386
1432	711	100	79	0	buba	50386
774	644	97	96	0	buba	50386
1615	632	104	100	0	buba	50386
1513	518	154	103	3	chest	50386
1009	405	69	74	0	buba	50386
1052	350	75	73	0	buba	50386
845	616	87	84	0	buba	50386
780	650	103	83	0	buba	50512
710	755	88	72	0	buba	50512
1326	760	129	84	0	buba	50512
1539	708	113	100	0	buba	50512
1439	684	103	87	0	buba	50512
1452	591	147	105	3	chest	50512
774	681	90	79	0	buba	50633
1256	811	121	92	0	buba	50633
657	774	91	104	0	buba	50633
1479	757	126	119	0	buba	50633
728	753	83	69	0	buba	50633
1390	645	153	113	3	chest	50633
733	682	99	90	0	buba	50758
1188	937	100	69	0	buba	50758
616	791	86	106	0	buba	50758
689	781	88	93	0	buba	50758
1326	810	99	80	0	buba	50758
1429	826	124	118	0	buba	50758
1211	834	108	91	0	buba	50758
1144	980	103	71	0	buba	50887
591	847	81	79	0	buba	50887
662	795	90	87	0	buba	50887
1393	885	107	97	0	buba	50887
710	701	95	87	0	buba	50887
1299	768	152	103	3	chest	50887
1092	845	102	83	0	buba	50887
622	815	108	84	0	buba	51006
545	928	87	67	0	buba	51006
1071	1014	115	66	0	buba	51006
1249	819	144	120	3	chest	51006
603	914	86	65	0	buba	51129
640	837	98	77	0	buba	51129
523	944	93	99	0	buba	51129
599	942	90	82	0	buba	51253
646	834	106	91	0	buba	51253
1206	908	153	131	3	chest	51253
674	832	104	92	0	buba	51365
623	930	103	89	0	buba	51365
1209	950	177	116	3	chest	51365
1236	973	165	107	3	chest	51488
723	894	86	66	0	buba	51488
589	1027	98	49	0	buba	51488
661	915	94	89	0	buba	51488
751	892	93	72	0	buba	51614
711	976	96	59	0	buba	51614
632	1017	94	63	0	buba	51614
1272	986	185	92	3	chest	51614
798	861	104	93	0	buba	51735
745	966	102	86	0	buba	51735
671	975	112	96	0	buba	51735
1311	1005	158	78	3	chest	51735
1357	1014	169	69	3	chest	51863
868	831	94	88	0	buba	51863
791	928	108	98	0	buba	51863
929	860	90	64	0	buba	51983
868	894	92	82	0	buba	51983
798	1007	84	58	0	buba	51983
1378	1020	168	62	3	chest	51983
828	980	94	81	0	buba	52108
954	851	94	74	0	buba	52108
921	939	92	57	0	buba	52108
1417	1017	181	64	3	chest	52108
938	921	88	82	0	buba	52232
991	816	95	92	0	buba	52232
1438	1021	179	61	3	chest	52232
865	936	91	107	0	buba	52232
1016	770	106	99	0	buba	52359
1452	1019	166	62	3	chest	52359
945	881	104	91	0	buba	52359
898	901	98	96	0	buba	52359
1045	781	89	71	0	buba	52484
922	945	89	61	0	buba	52484
1462	1015	150	68	3	chest	52484
983	833	97	86	0	buba	52484
1054	770	94	80	0	buba	52611
1016	859	89	60	0	buba	52611
936	914	88	89	0	buba	52611
1491	1004	157	79	3	chest	52611
1051	843	86	71	0	buba	52730
1094	732	97	107	0	buba	52730
972	855	91	106	0	buba	52730
1505	1003	168	79	3	chest	52730
1140	695	101	95	0	buba	52853
1079	801	98	87	0	buba	52853
1535	1002	161	80	3	chest	52853
1200	694	93	75	0	buba	52980
1080	859	84	61	0	buba	52980
1570	984	180	96	3	chest	52980
1146	752	95	82	0	buba	52980
1096	830	90	71	0	buba	53103
1182	747	89	68	0	buba	53103
1225	686	90	77	0	buba	53103
1594	976	172	103	3	chest	53103
1467	999	106	68	3	chest	53103
1202	735	83	71	0	buba	53229
1601	955	176	114	3	chest	53229
1243	635	100	93	0	buba	53229
1126	755	92	103	0	buba	53229
1488	984	95	77	0	buba	53229
1268	581	106	106	0	buba	53349
1623	942	164	121	3	chest	53349
1216	688	97	88	0	buba	53349
1151	707	108	99	0	buba	53349
1304	577	93	75	0	buba	53476
1233	634	107	80	0	buba	53476
1184	737	85	68	0	buba	53476
1629	928	156	128	3	chest	53476
1200	724	84	73	0	buba	53599
1643	926	154	124	3	chest	53599
1287	644	95	78	0	buba	53599
1324	593	86	70	0	buba	53599
1244	682	87	88	0	buba	53723
1351	552	101	103	0	buba	53723
1674	927	153	118	3	chest	53723
1321	659	84	73	0	buba	53723
1388	498	96	112	0	buba	53864
1273	671	98	87	0	buba	53864
1345	643	89	86	0	buba	53864
1685	922	154	119	3	chest	53864
1687	924	158	117	3	chest	53995
1699	923	154	119	3	chest	54125
1704	922	148	119	3	chest	54286
1705	922	148	119	3	chest	54406
1705	921	148	118	3	chest	54540
1427	511	91	78	0	buba	54669
1382	638	94	86	0	buba	54669
1312	728	94	73	0	buba	54669
1705	921	148	120	3	chest	54669
1428	509	89	86	0	buba	54791
1389	700	90	75	0	buba	54791
1707	921	147	120	3	chest	54791
1315	712	86	84	0	buba	54791
1438	472	94	110	0	buba	54915
1706	922	148	119	3	chest	54915
1406	692	89	77	0	buba	54915
1316	690	96	92	0	buba	54915
1416	682	98	83	0	buba	55041
1706	924	148	119	3	chest	55041
1330	692	99	91	0	buba	55041
1447	428	89	127	0	buba	55041
1343	767	92	73	0	buba	55184
1440	467	87	86	0	buba	55184
1415	673	93	86	0	buba	55184
1705	930	153	124	3	chest	55184
1445	475	81	94	0	buba	55303
1413	737	92	74	0	buba	55303
1702	947	160	125	3	chest	55303
1344	762	93	85	0	buba	55303
1714	970	164	111	3	chest	55432
1433	463	107	109	0	buba	55432
1448	743	85	78	0	buba	55432
1381	764	94	92	0	buba	55432
1469	745	96	75	0	buba	55556
1396	776	103	87	0	buba	55556
1433	471	111	102	0	buba	55556
1743	985	172	94	3	chest	55556
1452	862	96	77	0	buba	55697
1510	752	91	92	0	buba	55697
1511	898	88	69	0	buba	55815
1517	558	85	90	0	buba	55815
1561	835	86	71	0	buba	55815
1628	866	90	75	0	buba	55940
1564	887	104	84	0	buba	55940
1688	880	89	83	0	buba	56082
1619	918	99	84	0	buba	56082
1651	979	91	76	0	buba	56203
1704	872	97	88	0	buba	56203
1680	981	89	78	0	buba	56330
1722	934	92	84	0	buba	56330
1601	644	90	93	0	buba	56330
1744	929	83	84	0	buba	56460
1692	971	88	82	0	buba	56460
1751	933	86	83	0	buba	56589
1696	976	94	82	0	buba	56589
1754	935	87	81	0	buba	56732
1702	979	96	80	0	buba	56732
1758	936	85	81	0	buba	56852
1703	979	95	80	0	buba	56852
1757	936	88	81	0	buba	56982
1703	981	99	78	0	buba	56982
1757	937	88	81	0	buba	57110
1701	982	102	77	0	buba	57110
1757	937	88	81	0	buba	57245
1701	981	102	78	0	buba	57245
1758	937	88	82	0	buba	57381
1702	981	101	78	0	buba	57381
1758	937	88	82	0	buba	57508
1701	981	103	78	0	buba	57508
1759	937	87	82	0	buba	57631
1702	981	101	78	0	buba	57631
1759	937	87	82	0	buba	57755
1702	981	101	78	0	buba	57755
1759	937	87	82	0	buba	57879
1702	981	101	78	0	buba	57879
1759	937	87	82	0	buba	58002
1702	981	101	78	0	buba	58002
1759	937	87	82	0	buba	58127
1702	981	101	79	0	buba	58127
1759	937	87	82	0	buba	58251
1702	980	101	78	0	buba	58251
1759	937	87	82	0	buba	58378
1702	981	101	79	0	buba	58378
1759	937	87	82	0	buba	58498
1702	981	101	79	0	buba	58498
1759	937	87	82	0	buba	58623
1702	981	101	79	0	buba	58623
1759	937	87	82	0	buba	58751
1702	981	101	79	0	buba	58751
1759	937	87	82	0	buba	58871
1702	981	101	79	0	buba	58871
1759	937	87	82	0	buba	58979
1702	981	101	79	0	buba	58979
1759	937	87	82	0	buba	59106
1702	981	101	79	0	buba	59106
1759	937	87	82	0	buba	59249
1702	981	101	79	0	buba	59249
1759	937	87	82	0	buba	59371
1702	981	101	79	0	buba	59371
1759	937	87	82	0	buba	59494
1702	981	101	79	0	buba	59494
1759	937	87	82	0	buba	59619
1702	981	101	79	0	buba	59619
1759	937	87	82	0	buba	59746
1702	981	101	79	0	buba	59746
1759	937	87	82	0	buba	59866
1702	981	101	79	0	buba	59866
1759	937	87	82	0	buba	59990
1702	981	101	79	0	buba	59990
1759	937	87	82	0	buba	60132
1702	981	101	79	0	buba	60132
1759	937	87	82	0	buba	60251
1702	981	101	79	0	buba	60251
1759	937	87	82	0	buba	60378
1702	981	101	79	0	buba	60378
1759	937	87	82	0	buba	60500
1702	981	101	79	0	buba	60500
1759	937	87	82	0	buba	60625
1702	981	101	79	0	buba	60625
1759	937	87	82	0	buba	60747
1702	981	101	79	0	buba	60747
1759	937	87	82	0	buba	60874
1702	981	101	79	0	buba	60874
1759	937	87	82	0	buba	61010
1702	981	101	79	0	buba	61010
1759	937	87	82	0	buba	61136
1702	981	101	79	0	buba	61136
1759	937	87	82	0	buba	61261
1702	981	101	79	0	buba	61261
1759	937	87	82	0	buba	61383
1702	981	101	79	0	buba	61383
1759	937	87	82	0	buba	61508
1702	981	101	79	0	buba	61508
1759	937	87	82	0	buba	61630
1702	981	101	79	0	buba	61630
1759	937	87	82	0	buba	61756
1702	981	101	79	0	buba	61756
1759	937	87	82	0	buba	61899
1702	981	101	79	0	buba	61899
1759	937	87	82	0	buba	62019
1702	981	101	79	0	buba	62019
1759	937	87	82	0	buba	62146
1702	981	101	79	0	buba	62146
1759	937	87	82	0	buba	62267
1702	981	101	79	0	buba	62267
1759	937	87	82	0	buba	62394
1702	981	101	79	0	buba	62394
1759	937	87	82	0	buba	62518
1702	981	101	79	0	buba	62518
1759	937	87	82	0	buba	62643
1702	981	101	79	0	buba	62643
1759	937	87	82	0	buba	62765
1702	981	101	79	0	buba	62765
1759	937	87	82	0	buba	62892
1702	981	101	79	0	buba	62892
1759	937	87	82	0	buba	63028
1702	981	101	79	0	buba	63028
1759	937	87	82	0	buba	63158
1702	981	101	79	0	buba	63158
1759	937	87	82	0	buba	63292
1702	981	101	79	0	buba	63292
1759	937	87	82	0	buba	63416
1702	981	101	79	0	buba	63416
1759	937	87	82	0	buba	63542
1702	981	101	79	0	buba	63542
1759	937	87	82	0	buba	63664
1702	981	101	79	0	buba	63664
1759	937	87	82	0	buba	63792
1702	981	101	79	0	buba	63792
1759	937	87	82	0	buba	63913
1702	981	101	79	0	buba	63913
1759	937	87	82	0	buba	64037
1702	981	101	79	0	buba	64037
1759	937	87	82	0	buba	64167
1702	981	101	79	0	buba	64167
1759	937	87	82	0	buba	64285
1702	981	101	79	0	buba	64285
1759	937	87	82	0	buba	64411
1702	981	101	79	0	buba	64411
1759	937	87	82	0	buba	64532
1702	981	101	79	0	buba	64532
1759	937	87	82	0	buba	64658
1702	981	101	79	0	buba	64658
1759	937	87	82	0	buba	64819
1702	981	101	79	0	buba	64819
1759	937	87	82	0	buba	64944
1702	981	101	79	0	buba	64944
1759	937	87	82	0	buba	65083
1702	981	101	79	0	buba	65083
1759	937	87	82	0	buba	65204
1702	981	101	79	0	buba	65204
1759	937	87	82	0	buba	65330
1702	981	101	79	0	buba	65330
1759	937	87	82	0	buba	65468
1702	981	101	79	0	buba	65468
1759	937	87	82	0	buba	65595
1702	981	101	79	0	buba	65595
1759	937	87	82	0	buba	65733
1702	981	101	79	0	buba	65733
1759	937	87	82	0	buba	65874
1702	981	101	79	0	buba	65874
1759	937	87	82	0	buba	66011
1702	981	101	79	0	buba	66011
1759	937	87	82	0	buba	66150
1702	981	101	79	0	buba	66150
1759	937	87	82	0	buba	66285
1702	981	101	79	0	buba	66285
1759	937	87	82	0	buba	66414
1702	981	101	79	0	buba	66414
1759	937	87	82	0	buba	66551
1702	981	101	79	0	buba	66551
1759	937	87	82	0	buba	66678
1702	981	101	79	0	buba	66678
1759	937	87	82	0	buba	66815
1702	981	101	79	0	buba	66815
1759	937	87	82	0	buba	66935
1702	981	101	79	0	buba	66935
1759	937	87	82	0	buba	67058
1702	981	101	79	0	buba	67058
1759	937	87	82	0	buba	67198
1702	981	101	79	0	buba	67198
1759	937	87	82	0	buba	67320
1702	981	101	79	0	buba	67320
1759	937	87	82	0	buba	67448
1702	981	101	79	0	buba	67448
1759	937	87	82	0	buba	67567
1702	981	101	79	0	buba	67567
1759	937	87	82	0	buba	67694
1702	981	101	79	0	buba	67694
1759	937	87	82	0	buba	67814
1702	981	101	79	0	buba	67814
1759	937	87	82	0	buba	67952
1702	981	101	79	0	buba	67952
1759	937	87	82	0	buba	68086
1702	981	101	79	0	buba	68086
1759	937	87	82	0	buba	68210
1702	981	101	79	0	buba	68210
1759	937	87	82	0	buba	68351
1702	981	101	79	0	buba	68351
1759	937	87	82	0	buba	68477
1702	981	101	79	0	buba	68477
1759	937	87	82	0	buba	68611
1702	981	101	79	0	buba	68611
1759	937	87	82	0	buba	68752
1702	981	101	79	0	buba	68752
1759	937	87	82	0	buba	68872
1702	981	101	79	0	buba	68872
1759	937	87	82	0	buba	68994
1702	981	101	79	0	buba	68994
1759	937	87	82	0	buba	69115
1702	981	101	79	0	buba	69115
1759	937	87	82	0	buba	69238
1702	981	101	79	0	buba	69238
1759	937	87	82	0	buba	69364
1702	981	101	79	0	buba	69364
1759	937	87	82	0	buba	69490
1702	981	101	79	0	buba	69490
1759	937	87	82	0	buba	69628
1702	981	101	79	0	buba	69628
1759	937	87	82	0	buba	69752
1702	981	101	79	0	buba	69752
1759	937	87	82	0	buba	69878
1702	981	101	79	0	buba	69878
1759	937	87	82	0	buba	69999
1702	981	101	79	0	buba	69999
1759	937	87	82	0	buba	70122
1702	981	101	79	0	buba	70122
1759	937	87	82	0	buba	70262
1702	981	101	79	0	buba	70262
1759	937	87	82	0	buba	70386
1702	981	101	79	0	buba	70386
1759	937	87	82	0	buba	70516
1702	981	101	79	0	buba	70516
1759	937	87	82	0	buba	70636
1702	981	101	79	0	buba	70636
1759	937	87	82	0	buba	70768
1702	981	101	79	0	buba	70768
1759	937	87	82	0	buba	70885
1702	981	101	79	0	buba	70885
1759	937	87	82	0	buba	71011
1702	981	101	79	0	buba	71011
1759	937	87	82	0	buba	71133
1702	981	101	79	0	buba	71133
1759	937	87	82	0	buba	71262
1702	981	101	79	0	buba	71262
1759	937	87	82	0	buba	71384
1702	981	101	79	0	buba	71384
1759	937	87	82	0	buba	71510
1702	981	101	79	0	buba	71510
1759	937	87	82	0	buba	71634
1702	981	101	79	0	buba	71634
1759	937	87	82	0	buba	71761
1702	981	101	79	0	buba	71761
1759	937	87	82	0	buba	71884
1702	981	101	79	0	buba	71884
1759	937	87	82	0	buba	72011
1702	981	101	79	0	buba	72011
1759	937	87	82	0	buba	72130
1702	981	101	79	0	buba	72130
1759	937	87	82	0	buba	72254
1702	981	101	79	0	buba	72254
1759	937	87	82	0	buba	72379
1702	981	101	79	0	buba	72379
1759	937	87	82	0	buba	72503
1702	981	101	79	0	buba	72503
1759	937	87	82	0	buba	72628
1702	981	101	79	0	buba	72628
1759	937	87	82	0	buba	72752
1702	981	101	79	0	buba	72752
1759	937	87	82	0	buba	72880
1702	981	101	79	0	buba	72880
1759	937	87	82	0	buba	73007
1702	981	101	79	0	buba	73007
1759	937	87	82	0	buba	73144
1702	981	101	79	0	buba	73144
1759	937	87	82	0	buba	73267
1702	981	101	79	0	buba	73267
1759	937	87	82	0	buba	73393
1702	981	101	79	0	buba	73393
1759	937	87	82	0	buba	73515
1702	981	101	79	0	buba	73515
1759	937	87	82	0	buba	73641
1702	981	101	79	0	buba	73641
1759	937	87	82	0	buba	73778
1702	981	101	79	0	buba	73778
1759	937	87	82	0	buba	73899
1702	981	101	79	0	buba	73899
1759	937	87	82	0	buba	74029
1702	981	101	79	0	buba	74029
1759	937	87	82	0	buba	74150
1702	981	101	79	0	buba	74150
1759	937	87	82	0	buba	74274
1702	981	101	79	0	buba	74274
1759	937	87	82	0	buba	74414
1702	981	101	79	0	buba	74414
1759	937	87	82	0	buba	74540
1702	981	101	79	0	buba	74540
1759	937	87	82	0	buba	74679
1702	981	101	79	0	buba	74679
1759	937	87	82	0	buba	74802
1702	981	101	79	0	buba	74802
1759	937	87	82	0	buba	74934
1702	981	101	79	0	buba	74934
1759	937	87	82	0	buba	75056
1702	981	101	79	0	buba	75056
1759	937	87	82	0	buba	75195
1702	981	101	79	0	buba	75195
1759	937	87	82	0	buba	75315
1702	981	101	79	0	buba	75315
1759	937	87	82	0	buba	75444
1702	981	101	79	0	buba	75444
1759	937	87	82	0	buba	75579
1702	981	101	79	0	buba	75579
1759	937	87	82	0	buba	75708
1702	981	101	79	0	buba	75708
1759	937	87	82	0	buba	75832
1702	981	101	79	0	buba	75832
1759	937	87	82	0	buba	75960
1702	981	101	79	0	buba	75960
1759	937	87	82	0	buba	76101
1702	981	101	79	0	buba	76101
1759	937	87	82	0	buba	76219
1702	981	101	79	0	buba	76219
1759	937	87	82	0	buba	76344
1702	981	101	79	0	buba	76344
1759	937	87	82	0	buba	76468
1702	981	101	79	0	buba	76468
1759	937	87	82	0	buba	76593
1702	981	101	79	0	buba	76593
1759	937	87	82	0	buba	76716
1702	981	101	79	0	buba	76716
1759	937	87	82	0	buba	76841
1702	981	101	79	0	buba	76841
1759	937	87	82	0	buba	76969
1702	981	101	79	0	buba	76969
1759	937	87	82	0	buba	77090
1702	981	101	79	0	buba	77090
1759	937	87	82	0	buba	77213
1702	981	101	79	0	buba	77213
1759	937	87	82	0	buba	77337
1702	981	101	79	0	buba	77337
1759	937	87	82	0	buba	77468
1702	981	101	79	0	buba	77468
1759	937	87	82	0	buba	77585
1702	981	101	79	0	buba	77585
1759	937	87	82	0	buba	77712
1702	981	101	79	0	buba	77712
1759	937	87	82	0	buba	77835
1702	981	101	79	0	buba	77835
1759	937	87	82	0	buba	77961
1702	981	101	79	0	buba	77961
1759	937	87	82	0	buba	78081
1702	981	101	79	0	buba	78081
1759	937	87	82	0	buba	78208
1702	981	101	79	0	buba	78208
1759	937	87	82	0	buba	78344
1702	981	101	79	0	buba	78344
1759	937	87	82	0	buba	78478
1702	981	101	79	0	buba	78478
1759	937	87	82	0	buba	78611
1702	981	101	79	0	buba	78611
1759	937	87	82	0	buba	78735
1702	981	101	79	0	buba	78735
1759	937	87	82	0	buba	78859
1702	981	101	79	0	buba	78859
1759	937	87	82	0	buba	78985
1702	981	101	79	0	buba	78985
1759	937	87	82	0	buba	79111
1702	981	101	79	0	buba	79111
1759	937	87	82	0	buba	79232
1702	981	101	79	0	buba	79232
1759	937	87	82	0	buba	79357
1702	981	101	79	0	buba	79357
1759	937	87	82	0	buba	79486
1702	981	101	79	0	buba	79486
1759	937	87	82	0	buba	79606
1702	981	101	79	0	buba	79606
1759	937	87	82	0	buba	79715
1702	981	101	79	0	buba	79715
1759	937	87	82	0	buba	79838
1702	981	101	79	0	buba	79838
1759	937	87	82	0	buba	79966
1702	981	101	79	0	buba	79966
1759	937	87	82	0	buba	80088
1702	981	101	79	0	buba	80088
1759	937	87	82	0	buba	80215
1702	981	101	79	0	buba	80215
1759	937	87	82	0	buba	80337
1702	981	101	79	0	buba	80337
1759	937	87	82	0	buba	80461
1702	981	101	79	0	buba	80461
1759	937	87	82	0	buba	80583
1702	981	101	79	0	buba	80583
1759	937	87	82	0	buba	80710
1702	981	101	79	0	buba	80710
1759	937	87	82	0	buba	80832
1702	981	101	79	0	buba	80832
1759	937	87	82	0	buba	80959
1702	981	101	79	0	buba	80959
1759	937	87	82	0	buba	81097
1702	981	101	79	0	buba	81097
1759	937	87	82	0	buba	81222
1702	981	101	79	0	buba	81222
1759	937	87	82	0	buba	81346
1702	981	101	79	0	buba	81346
1759	937	87	82	0	buba	81475
1702	981	101	79	0	buba	81475
1759	937	87	82	0	buba	81611
1702	981	101	79	0	buba	81611
1759	937	87	82	0	buba	81734
1702	981	101	79	0	buba	81734
1759	937	87	82	0	buba	81858
1702	981	101	79	0	buba	81858
1759	937	87	82	0	buba	81983
1702	981	101	79	0	buba	81983
1759	937	87	82	0	buba	82108
1702	981	101	79	0	buba	82108
1759	937	87	82	0	buba	82235
1702	981	101	79	0	buba	82235
1759	937	87	82	0	buba	82360
1702	981	101	79	0	buba	82360
1759	937	87	82	0	buba	82497
1702	981	101	79	0	buba	82497
1759	937	87	82	0	buba	82621
1702	981	101	79	0	buba	82621
1759	937	87	82	0	buba	82750
1702	981	101	79	0	buba	82750
1759	937	87	82	0	buba	82869
1702	981	101	79	0	buba	82869
1759	937	87	82	0	buba	82995
1702	981	101	79	0	buba	82995
1759	937	87	82	0	buba	83119
1702	981	101	79	0	buba	83119
